Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
Pakistan,"Rice, paddy",2018,38427,494.0,3273.3,27.53
Pakistan,"Rice, paddy",2018,38427,494.0,3273.3,20.13
Pakistan,"Rice, paddy",2018,38427,494.0,3273.3,24.42
Pakistan,"Rice, paddy",2019,36653,494.0,2949.9,26.13
Pakistan,"Rice, paddy",2019,36653,494.0,2949.9,24.45
Pakistan,"Rice, paddy",2019,36653,494.0,2949.9,28.08
Pakistan,"Rice, paddy",2019,36653,494.0,2949.9,24.45
Pakistan,"Rice, paddy",2019,36653,494.0,2949.9,27.39
Pakistan,"Rice, paddy",2019,36653,494.0,2949.9,26.13
Pakistan,"Rice, paddy",2019,36653,494.0,2949.9,27.56
Pakistan,"Rice, paddy",2019,36653,494.0,2949.9,20.16
Pakistan,"Rice, paddy",2019,36653,494.0,2949.9,24.45
Pakistan,"Rice, paddy",2020,37863,494.0,2626.5,26.16
Pakistan,"Rice, paddy",2020,37863,494.0,2626.5,24.48
Pakistan,"Rice, paddy",2020,37863,494.0,2626.5,28.11
Pakistan,"Rice, paddy",2020,37863,494.0,2626.5,24.48
Pakistan,"Rice, paddy",2020,37863,494.0,2626.5,27.42
Pakistan,"Rice, paddy",2020,37863,494.0,2626.5,26.16
Pakistan,"Rice, paddy",2020,37863,494.0,2626.5,27.59
Pakistan,"Rice, paddy",2020,37863,494.0,2626.5,20.19
Pakistan,"Rice, paddy",2020,37863,494.0,2626.5,24.48
Pakistan,"Rice, paddy",2021,39532,494.0,2303.1,26.19
Pakistan,"Rice, paddy",2021,39532,494.0,2303.1,24.51
Pakistan,"Rice, paddy",2021,39532,494.0,2303.1,28.14
Pakistan,"Rice, paddy",2021,39532,494.0,2303.1,24.51
Pakistan,"Rice, paddy",2021,39532,494.0,2303.1,27.45
Pakistan,"Rice, paddy",2021,39532,494.0,2303.1,26.19
Pakistan,"Rice, paddy",2021,39532,494.0,2303.1,27.62
Pakistan,"Rice, paddy",2021,39532,494.0,2303.1,20.22
Pakistan,"Rice, paddy",2021,39532,494.0,2303.1,24.51
Pakistan,"Rice, paddy",2022,36903,494.0,1979.8,26.22
Pakistan,"Rice, paddy",2022,36903,494.0,1979.8,24.54
Pakistan,"Rice, paddy",2022,36903,494.0,1979.8,28.17
Pakistan,"Rice, paddy",2022,36903,494.0,1979.8,24.54
Pakistan,"Rice, paddy",2022,36903,494.0,1979.8,27.48
Pakistan,"Rice, paddy",2022,36903,494.0,1979.8,26.22
Pakistan,"Rice, paddy",2022,36903,494.0,1979.8,27.65
Pakistan,"Rice, paddy",2022,36903,494.0,1979.8,20.25
Pakistan,"Rice, paddy",2022,36903,494.0,1979.8,24.54
Pakistan,"Rice, paddy",2023,40662,494.0,1656.4,26.25
Pakistan,"Rice, paddy",2023,40662,494.0,1656.4,24.57
Pakistan,"Rice, paddy",2023,40662,494.0,1656.4,28.2
Pakistan,"Rice, paddy",2023,40662,494.0,1656.4,24.57
Pakistan,"Rice, paddy",2023,40662,494.0,1656.4,27.51
Pakistan,"Rice, paddy",2023,40662,494.0,1656.4,26.25
Pakistan,"Rice, paddy",2023,40662,494.0,1656.4,27.68
Pakistan,"Rice, paddy",2023,40662,494.0,1656.4,20.28
Pakistan,"Rice, paddy",2023,40662,494.0,1656.4,24.57
Pakistan,"Rice, paddy",2024,37406,494.0,1333.0,26.28
Pakistan,"Rice, paddy",2024,37406,494.0,1333.0,24.6
Pakistan,"Rice, paddy",2024,37406,494.0,1333.0,28.23
Pakistan,"Rice, paddy",2024,37406,494.0,1333.0,24.6
Pakistan,"Rice, paddy",2024,37406,494.0,1333.0,27.54
Pakistan,"Rice, paddy",2024,37406,494.0,1333.0,26.28
Pakistan,"Rice, paddy",2024,37406,494.0,1333.0,27.71
Pakistan,"Rice, paddy",2024,37406,494.0,1333.0,20.31
Pakistan,"Rice, paddy",2024,37406,494.0,1333.0,24.6
Pakistan,"Rice, paddy",2025,41038,494.0,1009.6,26.31
Pakistan,"Rice, paddy",2025,41038,494.0,1009.6,24.63
Pakistan,"Rice, paddy",2025,41038,494.0,1009.6,28.26
Pakistan,"Rice, paddy",2025,41038,494.0,1009.6,24.63
Pakistan,"Rice, paddy",2025,41038,494.0,1009.6,27.57
Pakistan,"Rice, paddy",2025,41038,494.0,1009.6,26.31
Pakistan,"Rice, paddy",2025,41038,494.0,1009.6,27.74
Pakistan,"Rice, paddy",2025,41038,494.0,1009.6,20.34
Pakistan,"Rice, paddy",2025,41038,494.0,1009.6,24.63
Pakistan,"Rice, paddy",2026,41510,494.0,686.2,26.34
Pakistan,"Rice, paddy",2026,41510,494.0,686.2,24.66
Pakistan,"Rice, paddy",2026,41510,494.0,686.2,28.29
Pakistan,"Rice, paddy",2026,41510,494.0,686.2,24.66
Pakistan,"Rice, paddy",2026,41510,494.0,686.2,27.6
Pakistan,"Rice, paddy",2026,41510,494.0,686.2,26.34
Pakistan,"Rice, paddy",2026,41510,494.0,686.2,27.77
Pakistan,"Rice, paddy",2026,41510,494.0,686.2,20.37
Pakistan,"Rice, paddy",2026,41510,494.0,686.2,24.66
Pakistan,Sorghum,1990,5736,494.0,5299.0,24.81
Pakistan,Sorghum,1990,5736,494.0,5299.0,23.14
Pakistan,Sorghum,1990,5736,494.0,5299.0,27.0
Pakistan,Sorghum,1990,5736,494.0,5299.0,23.14
Pakistan,Sorghum,1990,5736,494.0,5299.0,26.39
Pakistan,Sorghum,1990,5736,494.0,5299.0,24.81
Pakistan,Sorghum,1990,5736,494.0,5299.0,26.23
Pakistan,Sorghum,1990,5736,494.0,5299.0,19.36
Pakistan,Sorghum,1990,5736,494.0,5299.0,23.14
Pakistan,Sorghum,1991,5866,494.0,5962.0,24.38
Pakistan,Sorghum,1991,5866,494.0,5962.0,22.48
Pakistan,Sorghum,1991,5866,494.0,5962.0,26.98
Pakistan,Sorghum,1991,5866,494.0,5962.0,22.48
Pakistan,Sorghum,1991,5866,494.0,5962.0,26.34
Pakistan,Sorghum,1991,5866,494.0,5962.0,24.38
Pakistan,Sorghum,1991,5866,494.0,5962.0,25.87
Pakistan,Sorghum,1991,5866,494.0,5962.0,18.48
Pakistan,Sorghum,1991,5866,494.0,5962.0,22.48
Pakistan,Sorghum,1992,5910,494.0,5518.0,24.31
Pakistan,Sorghum,1992,5910,494.0,5518.0,22.36
Pakistan,Sorghum,1992,5910,494.0,5518.0,26.91
Pakistan,Sorghum,1992,5910,494.0,5518.0,22.36
Pakistan,Sorghum,1992,5910,494.0,5518.0,26.36
Pakistan,Sorghum,1992,5910,494.0,5518.0,24.31
Pakistan,Sorghum,1992,5910,494.0,5518.0,25.71
Pakistan,Sorghum,1992,5910,494.0,5518.0,18.34
Pakistan,Sorghum,1992,5910,494.0,5518.0,22.36
Pakistan,Sorghum,1993,5821,494.0,4945.0,25.04
Pakistan,Sorghum,1993,5821,494.0,4945.0,23.08
Pakistan,Sorghum,1993,5821,494.0,4945.0,27.72
Pakistan,Sorghum,1993,5821,494.0,4945.0,23.08
Pakistan,Sorghum,1993,5821,494.0,4945.0,27.25
Pakistan,Sorghum,1993,5821,494.0,4945.0,25.04
Pakistan,Sorghum,1993,5821,494.0,4945.0,26.51
Pakistan,Sorghum,1993,5821,494.0,4945.0,18.91
Pakistan,Sorghum,1993,5821,494.0,4945.0,23.08
Pakistan,Sorghum,1994,6011,494.0,6183.0,24.78
Pakistan,Sorghum,1994,6011,494.0,6183.0,22.93
Pakistan,Sorghum,1994,6011,494.0,6183.0,26.87
Pakistan,Sorghum,1994,6011,494.0,6183.0,22.93
Pakistan,Sorghum,1994,6011,494.0,6183.0,26.36
Pakistan,Sorghum,1994,6011,494.0,6183.0,24.78
Pakistan,Sorghum,1994,6011,494.0,6183.0,26.13
Pakistan,Sorghum,1994,6011,494.0,6183.0,18.78
Pakistan,Sorghum,1994,6011,494.0,6183.0,22.93
Pakistan,Sorghum,1995,6099,494.0,7681.0,24.58
Pakistan,Sorghum,1995,6099,494.0,7681.0,22.61
Pakistan,Sorghum,1995,6099,494.0,7681.0,27.11
Pakistan,Sorghum,1995,6099,494.0,7681.0,22.61
Pakistan,Sorghum,1995,6099,494.0,7681.0,26.63
Pakistan,Sorghum,1995,6099,494.0,7681.0,24.58
Pakistan,Sorghum,1995,6099,494.0,7681.0,26.09
Pakistan,Sorghum,1995,6099,494.0,7681.0,18.68
Pakistan,Sorghum,1995,6099,494.0,7681.0,22.61
Pakistan,Sorghum,1996,5931,494.0,11955.0,24.43
Pakistan,Sorghum,1996,5931,494.0,11955.0,22.61
Pakistan,Sorghum,1996,5931,494.0,11955.0,27.17
Pakistan,Sorghum,1996,5931,494.0,11955.0,22.61
Pakistan,Sorghum,1996,5931,494.0,11955.0,26.5
Pakistan,Sorghum,1996,5931,494.0,11955.0,24.43
Pakistan,Sorghum,1996,5931,494.0,11955.0,25.92
Pakistan,Sorghum,1996,5931,494.0,11955.0,18.72
Pakistan,Sorghum,1996,5931,494.0,11955.0,22.61
Pakistan,Sorghum,1997,5926,494.0,16936.0,23.76
Pakistan,Sorghum,1997,5926,494.0,16936.0,22.14
Pakistan,Sorghum,1997,5926,494.0,16936.0,26.82
Pakistan,Sorghum,1997,5926,494.0,16936.0,22.14
Pakistan,Sorghum,1997,5926,494.0,16936.0,26.29
Pakistan,Sorghum,1997,5926,494.0,16936.0,23.76
Pakistan,Sorghum,1997,5926,494.0,16936.0,25.16
Pakistan,Sorghum,1997,5926,494.0,16936.0,18.62
Pakistan,Sorghum,1997,5926,494.0,16936.0,22.14
Pakistan,Sorghum,1998,5952,494.0,18406.0,24.91
Pakistan,Sorghum,1998,5952,494.0,18406.0,23.11
Pakistan,Sorghum,1998,5952,494.0,18406.0,27.89
Pakistan,Sorghum,1998,5952,494.0,18406.0,23.11
Pakistan,Sorghum,1998,5952,494.0,18406.0,27.36
Pakistan,Sorghum,1998,5952,494.0,18406.0,24.91
Pakistan,Sorghum,1998,5952,494.0,18406.0,26.41
Pakistan,Sorghum,1998,5952,494.0,18406.0,19.15
Pakistan,Sorghum,1998,5952,494.0,18406.0,23.11
Pakistan,Sorghum,1999,6167,494.0,20450.0,25.5
Pakistan,Sorghum,1999,6167,494.0,20450.0,23.8
Pakistan,Sorghum,1999,6167,494.0,20450.0,27.54
Pakistan,Sorghum,1999,6167,494.0,20450.0,23.8
Pakistan,Sorghum,1999,6167,494.0,20450.0,27.14
Pakistan,Sorghum,1999,6167,494.0,20450.0,25.5
Pakistan,Sorghum,1999,6167,494.0,20450.0,26.8
Pakistan,Sorghum,1999,6167,494.0,20450.0,19.84
Pakistan,Sorghum,1999,6167,494.0,20450.0,23.8
Pakistan,Sorghum,2000,6179,494.0,27885.0,25.32
Pakistan,Sorghum,2000,6179,494.0,27885.0,23.6
Pakistan,Sorghum,2000,6179,494.0,27885.0,27.73
Pakistan,Sorghum,2000,6179,494.0,27885.0,23.6
Pakistan,Sorghum,2000,6179,494.0,27885.0,27.12
Pakistan,Sorghum,2000,6179,494.0,27885.0,25.32
Pakistan,Sorghum,2000,6179,494.0,27885.0,26.71
Pakistan,Sorghum,2000,6179,494.0,27885.0,19.68
Pakistan,Sorghum,2000,6179,494.0,27885.0,23.6
Pakistan,Sorghum,2001,6197,494.0,11871.0,25.18
Pakistan,Sorghum,2001,6197,494.0,11871.0,23.62
Pakistan,Sorghum,2001,6197,494.0,11871.0,27.7
Pakistan,Sorghum,2001,6197,494.0,11871.0,23.62
Pakistan,Sorghum,2001,6197,494.0,11871.0,27.28
Pakistan,Sorghum,2001,6197,494.0,11871.0,25.18
Pakistan,Sorghum,2001,6197,494.0,11871.0,26.5
Pakistan,Sorghum,2001,6197,494.0,11871.0,19.79
Pakistan,Sorghum,2001,6197,494.0,11871.0,23.62
Pakistan,Sorghum,2002,5989,494.0,10881.83,25.61
Pakistan,Sorghum,2002,5989,494.0,10881.83,23.83
Pakistan,Sorghum,2002,5989,494.0,10881.83,27.88
Pakistan,Sorghum,2002,5989,494.0,10881.83,23.83
Pakistan,Sorghum,2002,5989,494.0,10881.83,27.2
Pakistan,Sorghum,2002,5989,494.0,10881.83,25.61
Pakistan,Sorghum,2002,5989,494.0,10881.83,27.0
Pakistan,Sorghum,2002,5989,494.0,10881.83,19.7
Pakistan,Sorghum,2002,5989,494.0,10881.83,23.83
Pakistan,Sorghum,2004,6062,494.0,8903.48,25.55
Pakistan,Sorghum,2004,6062,494.0,8903.48,23.78
Pakistan,Sorghum,2004,6062,494.0,8903.48,27.94
Pakistan,Sorghum,2004,6062,494.0,8903.48,23.78
Pakistan,Sorghum,2004,6062,494.0,8903.48,27.5
Pakistan,Sorghum,2004,6062,494.0,8903.48,25.55
Pakistan,Sorghum,2004,6062,494.0,8903.48,26.96
Pakistan,Sorghum,2004,6062,494.0,8903.48,19.93
Pakistan,Sorghum,2004,6062,494.0,8903.48,23.78
Pakistan,Sorghum,2005,5998,494.0,7914.31,24.66
Pakistan,Sorghum,2005,5998,494.0,7914.31,22.8
Pakistan,Sorghum,2005,5998,494.0,7914.31,27.21
Pakistan,Sorghum,2005,5998,494.0,7914.31,22.8
Pakistan,Sorghum,2005,5998,494.0,7914.31,26.8
Pakistan,Sorghum,2005,5998,494.0,7914.31,24.66
Pakistan,Sorghum,2005,5998,494.0,7914.31,26.04
Pakistan,Sorghum,2005,5998,494.0,7914.31,18.75
Pakistan,Sorghum,2005,5998,494.0,7914.31,22.8
Pakistan,Sorghum,2006,6156,494.0,6925.13,25.17
Pakistan,Sorghum,2006,6156,494.0,6925.13,23.28
Pakistan,Sorghum,2006,6156,494.0,6925.13,27.29
Pakistan,Sorghum,2006,6156,494.0,6925.13,23.28
Pakistan,Sorghum,2006,6156,494.0,6925.13,26.73
Pakistan,Sorghum,2006,6156,494.0,6925.13,25.17
Pakistan,Sorghum,2006,6156,494.0,6925.13,26.46
Pakistan,Sorghum,2006,6156,494.0,6925.13,19.53
Pakistan,Sorghum,2006,6156,494.0,6925.13,23.28
Pakistan,Sorghum,2007,6045,494.0,5935.96,25.16
Pakistan,Sorghum,2007,6045,494.0,5935.96,23.33
Pakistan,Sorghum,2007,6045,494.0,5935.96,27.69
Pakistan,Sorghum,2007,6045,494.0,5935.96,23.33
Pakistan,Sorghum,2007,6045,494.0,5935.96,27.21
Pakistan,Sorghum,2007,6045,494.0,5935.96,25.16
Pakistan,Sorghum,2007,6045,494.0,5935.96,26.53
Pakistan,Sorghum,2007,6045,494.0,5935.96,19.5
Pakistan,Sorghum,2007,6045,494.0,5935.96,23.33
Pakistan,Sorghum,2008,6262,494.0,4946.79,24.89
Pakistan,Sorghum,2008,6262,494.0,4946.79,23.21
Pakistan,Sorghum,2008,6262,494.0,4946.79,27.23
Pakistan,Sorghum,2008,6262,494.0,4946.79,23.21
Pakistan,Sorghum,2008,6262,494.0,4946.79,26.74
Pakistan,Sorghum,2008,6262,494.0,4946.79,24.89
Pakistan,Sorghum,2008,6262,494.0,4946.79,26.33
Pakistan,Sorghum,2008,6262,494.0,4946.79,19.34
Pakistan,Sorghum,2008,6262,494.0,4946.79,23.21
Pakistan,Sorghum,2009,6204,494.0,3957.61,25.37
Pakistan,Sorghum,2009,6204,494.0,3957.61,23.62
Pakistan,Sorghum,2009,6204,494.0,3957.61,27.88
Pakistan,Sorghum,2009,6204,494.0,3957.61,23.62
Pakistan,Sorghum,2009,6204,494.0,3957.61,27.41
Pakistan,Sorghum,2009,6204,494.0,3957.61,25.37
Pakistan,Sorghum,2009,6204,494.0,3957.61,26.68
Pakistan,Sorghum,2009,6204,494.0,3957.61,19.3
Pakistan,Sorghum,2009,6204,494.0,3957.61,23.62
Pakistan,Sorghum,2010,6171,494.0,2968.44,25.48
Pakistan,Sorghum,2010,6171,494.0,2968.44,23.75
Pakistan,Sorghum,2010,6171,494.0,2968.44,28.0
Pakistan,Sorghum,2010,6171,494.0,2968.44,23.75
Pakistan,Sorghum,2010,6171,494.0,2968.44,27.45
Pakistan,Sorghum,2010,6171,494.0,2968.44,25.48
Pakistan,Sorghum,2010,6171,494.0,2968.44,26.79
Pakistan,Sorghum,2010,6171,494.0,2968.44,19.52
Pakistan,Sorghum,2010,6171,494.0,2968.44,23.75
Pakistan,Sorghum,2011,6417,494.0,1979.27,24.98
Pakistan,Sorghum,2011,6417,494.0,1979.27,23.36
Pakistan,Sorghum,2011,6417,494.0,1979.27,27.41
Pakistan,Sorghum,2011,6417,494.0,1979.27,23.36
Pakistan,Sorghum,2011,6417,494.0,1979.27,27.02
Pakistan,Sorghum,2011,6417,494.0,1979.27,24.98
Pakistan,Sorghum,2011,6417,494.0,1979.27,26.32
Pakistan,Sorghum,2011,6417,494.0,1979.27,19.53
Pakistan,Sorghum,2011,6417,494.0,1979.27,23.36
Pakistan,Sorghum,2012,6203,494.0,990.09,24.87
Pakistan,Sorghum,2012,6203,494.0,990.09,23.1
Pakistan,Sorghum,2012,6203,494.0,990.09,27.23
Pakistan,Sorghum,2012,6203,494.0,990.09,23.1
Pakistan,Sorghum,2012,6203,494.0,990.09,26.75
Pakistan,Sorghum,2012,6203,494.0,990.09,24.87
Pakistan,Sorghum,2012,6203,494.0,990.09,26.11
Pakistan,Sorghum,2012,6203,494.0,990.09,18.74
Pakistan,Sorghum,2012,6203,494.0,990.09,23.1
Pakistan,Sorghum,2013,5987,494.0,0.92,25.95
Pakistan,Sorghum,2013,5987,494.0,0.92,24.27
Pakistan,Sorghum,2013,5987,494.0,0.92,27.9
Pakistan,Sorghum,2013,5987,494.0,0.92,24.27
Pakistan,Sorghum,2013,5987,494.0,0.92,27.21
Pakistan,Sorghum,2013,5987,494.0,0.92,25.95
Pakistan,Sorghum,2013,5987,494.0,0.92,27.38
Pakistan,Sorghum,2013,5987,494.0,0.92,19.98
Pakistan,Sorghum,2013,5987,494.0,0.92,24.27
Pakistan,Sorghum,2014,6253,494.0,4566.8,25.98
Pakistan,Sorghum,2014,6253,494.0,4566.8,24.3
Pakistan,Sorghum,2014,6253,494.0,4566.8,27.93
Pakistan,Sorghum,2014,6253,494.0,4566.8,24.3
Pakistan,Sorghum,2014,6253,494.0,4566.8,27.24
Pakistan,Sorghum,2014,6253,494.0,4566.8,25.98
Pakistan,Sorghum,2014,6253,494.0,4566.8,27.41
Pakistan,Sorghum,2014,6253,494.0,4566.8,20.01
Pakistan,Sorghum,2014,6253,494.0,4566.8,24.3
Pakistan,Sorghum,2015,6269,494.0,4243.4,26.01
Pakistan,Sorghum,2015,6269,494.0,4243.4,24.33
Pakistan,Sorghum,2015,6269,494.0,4243.4,27.96
Pakistan,Sorghum,2015,6269,494.0,4243.4,24.33
Pakistan,Sorghum,2015,6269,494.0,4243.4,27.27
Pakistan,Sorghum,2015,6269,494.0,4243.4,26.01
Pakistan,Sorghum,2015,6269,494.0,4243.4,27.44
Pakistan,Sorghum,2015,6269,494.0,4243.4,20.04
Pakistan,Sorghum,2015,6269,494.0,4243.4,24.33
Pakistan,Sorghum,2016,6284,494.0,3920.1,26.04
Pakistan,Sorghum,2016,6284,494.0,3920.1,24.36
Pakistan,Sorghum,2016,6284,494.0,3920.1,27.99
Pakistan,Sorghum,2016,6284,494.0,3920.1,24.36
Pakistan,Sorghum,2016,6284,494.0,3920.1,27.3
Pakistan,Sorghum,2016,6284,494.0,3920.1,26.04
Pakistan,Sorghum,2016,6284,494.0,3920.1,27.47
Pakistan,Sorghum,2016,6284,494.0,3920.1,20.07
Pakistan,Sorghum,2016,6284,494.0,3920.1,24.36
Pakistan,Sorghum,2017,6300,494.0,3596.7,26.07
Pakistan,Sorghum,2017,6300,494.0,3596.7,24.39
Pakistan,Sorghum,2017,6300,494.0,3596.7,28.02
Pakistan,Sorghum,2017,6300,494.0,3596.7,24.39
Pakistan,Sorghum,2017,6300,494.0,3596.7,27.33
Pakistan,Sorghum,2017,6300,494.0,3596.7,26.07
Pakistan,Sorghum,2017,6300,494.0,3596.7,27.5
Pakistan,Sorghum,2017,6300,494.0,3596.7,20.1
Pakistan,Sorghum,2017,6300,494.0,3596.7,24.39
Pakistan,Sorghum,2018,6316,494.0,3273.3,26.1
Pakistan,Sorghum,2018,6316,494.0,3273.3,24.42
Pakistan,Sorghum,2018,6316,494.0,3273.3,28.05
Pakistan,Sorghum,2018,6316,494.0,3273.3,24.42
Pakistan,Sorghum,2018,6316,494.0,3273.3,27.36
Pakistan,Sorghum,2018,6316,494.0,3273.3,26.1
Pakistan,Sorghum,2018,6316,494.0,3273.3,27.53
Pakistan,Sorghum,2018,6316,494.0,3273.3,20.13
Pakistan,Sorghum,2018,6316,494.0,3273.3,24.42
Pakistan,Sorghum,2019,6331,494.0,2949.9,26.13
Pakistan,Sorghum,2019,6331,494.0,2949.9,24.45
Pakistan,Sorghum,2019,6331,494.0,2949.9,28.08
Pakistan,Sorghum,2019,6331,494.0,2949.9,24.45
Pakistan,Sorghum,2019,6331,494.0,2949.9,27.39
Pakistan,Sorghum,2019,6331,494.0,2949.9,26.13
Pakistan,Sorghum,2019,6331,494.0,2949.9,27.56
Pakistan,Sorghum,2019,6331,494.0,2949.9,20.16
Pakistan,Sorghum,2019,6331,494.0,2949.9,24.45
Pakistan,Sorghum,2020,6347,494.0,2626.5,26.16
Pakistan,Sorghum,2020,6347,494.0,2626.5,24.48
Pakistan,Sorghum,2020,6347,494.0,2626.5,28.11
Pakistan,Sorghum,2020,6347,494.0,2626.5,24.48
Pakistan,Sorghum,2020,6347,494.0,2626.5,27.42
Pakistan,Sorghum,2020,6347,494.0,2626.5,26.16
Pakistan,Sorghum,2020,6347,494.0,2626.5,27.59
Pakistan,Sorghum,2020,6347,494.0,2626.5,20.19
Pakistan,Sorghum,2020,6347,494.0,2626.5,24.48
Pakistan,Sorghum,2021,6363,494.0,2303.1,26.19
Pakistan,Sorghum,2021,6363,494.0,2303.1,24.51
Pakistan,Sorghum,2021,6363,494.0,2303.1,28.14
Pakistan,Sorghum,2021,6363,494.0,2303.1,24.51
Pakistan,Sorghum,2021,6363,494.0,2303.1,27.45
Pakistan,Sorghum,2021,6363,494.0,2303.1,26.19
Pakistan,Sorghum,2021,6363,494.0,2303.1,27.62
Pakistan,Sorghum,2021,6363,494.0,2303.1,20.22
Pakistan,Sorghum,2021,6363,494.0,2303.1,24.51
Pakistan,Sorghum,2022,6379,494.0,1979.8,26.22
Pakistan,Sorghum,2022,6379,494.0,1979.8,24.54
Pakistan,Sorghum,2022,6379,494.0,1979.8,28.17
Pakistan,Sorghum,2022,6379,494.0,1979.8,24.54
Pakistan,Sorghum,2022,6379,494.0,1979.8,27.48
Pakistan,Sorghum,2022,6379,494.0,1979.8,26.22
Pakistan,Sorghum,2022,6379,494.0,1979.8,27.65
Pakistan,Sorghum,2022,6379,494.0,1979.8,20.25
Pakistan,Sorghum,2022,6379,494.0,1979.8,24.54
Pakistan,Sorghum,2023,6394,494.0,1656.4,26.25
Pakistan,Sorghum,2023,6394,494.0,1656.4,24.57
Pakistan,Sorghum,2023,6394,494.0,1656.4,28.2
Pakistan,Sorghum,2023,6394,494.0,1656.4,24.57
Pakistan,Sorghum,2023,6394,494.0,1656.4,27.51
Pakistan,Sorghum,2023,6394,494.0,1656.4,26.25
Pakistan,Sorghum,2023,6394,494.0,1656.4,27.68
Pakistan,Sorghum,2023,6394,494.0,1656.4,20.28
Pakistan,Sorghum,2023,6394,494.0,1656.4,24.57
Pakistan,Sorghum,2024,6410,494.0,1333.0,26.28
Pakistan,Sorghum,2024,6410,494.0,1333.0,24.6
Pakistan,Sorghum,2024,6410,494.0,1333.0,28.23
Pakistan,Sorghum,2024,6410,494.0,1333.0,24.6
Pakistan,Sorghum,2024,6410,494.0,1333.0,27.54
Pakistan,Sorghum,2024,6410,494.0,1333.0,26.28
Pakistan,Sorghum,2024,6410,494.0,1333.0,27.71
Pakistan,Sorghum,2024,6410,494.0,1333.0,20.31
Pakistan,Sorghum,2024,6410,494.0,1333.0,24.6
Pakistan,Sorghum,2025,6426,494.0,1009.6,26.31
Pakistan,Sorghum,2025,6426,494.0,1009.6,24.63
Pakistan,Sorghum,2025,6426,494.0,1009.6,28.26
Pakistan,Sorghum,2025,6426,494.0,1009.6,24.63
Pakistan,Sorghum,2025,6426,494.0,1009.6,27.57
Pakistan,Sorghum,2025,6426,494.0,1009.6,26.31
Pakistan,Sorghum,2025,6426,494.0,1009.6,27.74
Pakistan,Sorghum,2025,6426,494.0,1009.6,20.34
Pakistan,Sorghum,2025,6426,494.0,1009.6,24.63
Pakistan,Sorghum,2026,6441,494.0,686.2,26.34
Pakistan,Sorghum,2026,6441,494.0,686.2,24.66
Pakistan,Sorghum,2026,6441,494.0,686.2,28.29
Pakistan,Sorghum,2026,6441,494.0,686.2,24.66
Pakistan,Sorghum,2026,6441,494.0,686.2,27.6
Pakistan,Sorghum,2026,6441,494.0,686.2,26.34
Pakistan,Sorghum,2026,6441,494.0,686.2,27.77
Pakistan,Sorghum,2026,6441,494.0,686.2,20.37
Pakistan,Sorghum,2026,6441,494.0,686.2,24.66
Pakistan,Soybeans,1990,5679,494.0,5299.0,24.81
Pakistan,Soybeans,1990,5679,494.0,5299.0,23.14
Pakistan,Soybeans,1990,5679,494.0,5299.0,27.0
Pakistan,Soybeans,1990,5679,494.0,5299.0,23.14
Pakistan,Soybeans,1990,5679,494.0,5299.0,26.39
Pakistan,Soybeans,1990,5679,494.0,5299.0,24.81
Pakistan,Soybeans,1990,5679,494.0,5299.0,26.23
Pakistan,Soybeans,1990,5679,494.0,5299.0,19.36
Pakistan,Soybeans,1990,5679,494.0,5299.0,23.14
Pakistan,Soybeans,1991,4992,494.0,5962.0,24.38
Pakistan,Soybeans,1991,4992,494.0,5962.0,22.48
Pakistan,Soybeans,1991,4992,494.0,5962.0,26.98
Pakistan,Soybeans,1991,4992,494.0,5962.0,22.48
Pakistan,Soybeans,1991,4992,494.0,5962.0,26.34
Pakistan,Soybeans,1991,4992,494.0,5962.0,24.38
Pakistan,Soybeans,1991,4992,494.0,5962.0,25.87
Pakistan,Soybeans,1991,4992,494.0,5962.0,18.48
Pakistan,Soybeans,1991,4992,494.0,5962.0,22.48
Pakistan,Soybeans,1992,6051,494.0,5518.0,24.31
Pakistan,Soybeans,1992,6051,494.0,5518.0,22.36
Pakistan,Soybeans,1992,6051,494.0,5518.0,26.91
Pakistan,Soybeans,1992,6051,494.0,5518.0,22.36
Pakistan,Soybeans,1992,6051,494.0,5518.0,26.36
Pakistan,Soybeans,1992,6051,494.0,5518.0,24.31
Pakistan,Soybeans,1992,6051,494.0,5518.0,25.71
Pakistan,Soybeans,1992,6051,494.0,5518.0,18.34
Pakistan,Soybeans,1992,6051,494.0,5518.0,22.36
Pakistan,Soybeans,1993,5681,494.0,4945.0,25.04
Pakistan,Soybeans,1993,5681,494.0,4945.0,23.08
Pakistan,Soybeans,1993,5681,494.0,4945.0,27.72
Pakistan,Soybeans,1993,5681,494.0,4945.0,23.08
Pakistan,Soybeans,1993,5681,494.0,4945.0,27.25
Pakistan,Soybeans,1993,5681,494.0,4945.0,25.04
Pakistan,Soybeans,1993,5681,494.0,4945.0,26.51
Pakistan,Soybeans,1993,5681,494.0,4945.0,18.91
Pakistan,Soybeans,1993,5681,494.0,4945.0,23.08
Pakistan,Soybeans,1994,8011,494.0,6183.0,24.78
Pakistan,Soybeans,1994,8011,494.0,6183.0,22.93
Pakistan,Soybeans,1994,8011,494.0,6183.0,26.87
Pakistan,Soybeans,1994,8011,494.0,6183.0,22.93
Pakistan,Soybeans,1994,8011,494.0,6183.0,26.36
Pakistan,Soybeans,1994,8011,494.0,6183.0,24.78
Pakistan,Soybeans,1994,8011,494.0,6183.0,26.13
Pakistan,Soybeans,1994,8011,494.0,6183.0,18.78
